Game,Team 1,Score,Team 2,Week,Patch,Date,esportSS,Patch_short,Name_x,Season_x,Region_x,Games_x,Win rate_x,K:D_x,GPM_x,GDM_x,Game duration_x,Kills / game_x,Deaths / game_x,Towers killed_x,Towers lost_x,FB%_x,FT%_x,DRAPG_x,DRA%_x,VGPG_x,HERPG_x,HER%_x,DRA@15_x,TD@15_x,GD@15_x,PPG_x,NASHPG_x,NASH%_x,CSM_x,DPM_x,WPM_x,VWPM_x,WCPM_x,Season_short_x,Name_y,Season_y,Region_y,Games_y,Win rate_y,K:D_y,GPM_y,GDM_y,Game duration_y,Kills / game_y,Deaths / game_y,Towers killed_y,Towers lost_y,FB%_y,FT%_y,DRAPG_y,DRA%_y,VGPG_y,HERPG_y,HER%_y,DRA@15_y,TD@15_y,GD@15_y,PPG_y,NASHPG_y,NASH%_y,CSM_y,DPM_y,WPM_y,VWPM_y,WCPM_y,Season_short_y
T1 vs DWG KIA,T1,1 - 2,DWG KIA,WEEK6,11.3,2021-02-27,lck spring 2021,11,T1,S11,KR,44,61.4%,1.24,1840,113,32:43,13.9,11.2,6.9,5.0,59.1,75.0,2.27,52.9,-,1.09,54.5,0.95,0.6,1230,-,0.77,56.4,33.9,1890,3.7,1.41,1.72,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11
GEN vs DWG KIA,Gen.G eSports,2 - 1,DWG KIA,WEEK9,11.5,2021-03-18,lck spring 2021,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11
LSB vs GEN,Liiv SANDBOX,0 - 2,Gen.G eSports,WEEK3,11.2,2021-01-30,lck spring 2021,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
HLE vs GEN,Hanwha Life eSports,0 - 2,Gen.G eSports,WEEK7,11.4,2021-03-07,lck spring 2021,11,Hanwha Life eSports,S11,KR,44,59.1%,1.15,1826,70,31:53,14.0,12.1,6.4,5.4,36.4,61.4,2.52,57.1,-,0.84,43.2,0.86,0.2,232,-,0.75,54.7,34.0,2087,3.7,1.47,1.95,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
NS vs GEN,Nongshim RedForce,0 - 2,Gen.G eSports,WEEK5,11.3,2021-02-20,lck spring 2021,11,Nongshim RedForce,S11,KR,42,42.9%,0.86,1729,-84,32:12,11.3,13.0,5.0,6.4,42.9,40.5,2.33,49.9,-,0.95,47.6,0.95,-0.3,-941,-,0.57,45.5,32.9,1878,3.7,1.30,1.78,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
DWG KIA vs GEN,DWG KIA,2 - 1,Gen.G eSports,WEEK3,11.2,2021-01-27,lck spring 2021,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
AF vs GEN,Afreeca Freecs,0 - 2,Gen.G eSports,WEEK5,11.3,2021-02-18,lck spring 2021,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
DRX vs GEN,DRX,0 - 2,Gen.G eSports,WEEK10,11.5,2021-03-26,lck spring 2021,11,DRX,S11,KR,47,44.7%,0.86,1759,-43,33:42,11.0,12.7,6.1,6.3,46.8,40.4,2.02,39.0,-,0.64,31.9,0.51,-0.1,-587,-,0.66,48.0,34.1,1898,3.7,1.34,1.75,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
KT Rolster vs GEN,KT Rolster,1 - 2,Gen.G eSports,WEEK9,11.5,2021-03-20,lck spring 2021,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
BRO vs GEN,Fredit BRION,0 - 2,Gen.G eSports,WEEK1,11.1,2021-01-15,lck spring 2021,11,Fredit BRION,S11,KR,39,30.8%,0.77,1679,-185,32:47,9.3,12.0,3.7,7.8,43.6,12.8,2.10,43.8,-,0.56,28.2,0.90,-0.7,-1415,-,0.44,31.5,33.6,1605,4.0,1.55,1.94,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
T1 vs GEN,T1,1 - 2,Gen.G eSports,WEEK2,11.1,2021-01-21,lck spring 2021,11,T1,S11,KR,44,61.4%,1.24,1840,113,32:43,13.9,11.2,6.9,5.0,59.1,75.0,2.27,52.9,-,1.09,54.5,0.95,0.6,1230,-,0.77,56.4,33.9,1890,3.7,1.41,1.72,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11
LSB vs AF,Liiv SANDBOX,2 - 0,Afreeca Freecs,WEEK2,11.1,2021-01-20,lck spring 2021,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
HLE vs AF,Hanwha Life eSports,2 - 1,Afreeca Freecs,WEEK4,11.2,2021-02-04,lck spring 2021,11,Hanwha Life eSports,S11,KR,44,59.1%,1.15,1826,70,31:53,14.0,12.1,6.4,5.4,36.4,61.4,2.52,57.1,-,0.84,43.2,0.86,0.2,232,-,0.75,54.7,34.0,2087,3.7,1.47,1.95,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
NS vs AF,Nongshim RedForce,0 - 2,Afreeca Freecs,WEEK3,11.2,2021-01-29,lck spring 2021,11,Nongshim RedForce,S11,KR,42,42.9%,0.86,1729,-84,32:12,11.3,13.0,5.0,6.4,42.9,40.5,2.33,49.9,-,0.95,47.6,0.95,-0.3,-941,-,0.57,45.5,32.9,1878,3.7,1.30,1.78,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
DWG KIA vs AF,DWG KIA,2 - 0,Afreeca Freecs,WEEK7,11.4,2021-03-06,lck spring 2021,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
DRX vs AF,DRX,2 - 1,Afreeca Freecs,WEEK1,11.1,2021-01-14,lck spring 2021,11,DRX,S11,KR,47,44.7%,0.86,1759,-43,33:42,11.0,12.7,6.1,6.3,46.8,40.4,2.02,39.0,-,0.64,31.9,0.51,-0.1,-587,-,0.66,48.0,34.1,1898,3.7,1.34,1.75,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
KT Rolster vs AF,KT Rolster,2 - 1,Afreeca Freecs,WEEK4,11.2,2021-02-06,lck spring 2021,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
BRO vs AF,Fredit BRION,2 - 0,Afreeca Freecs,WEEK8,11.4,2021-03-13,lck spring 2021,11,Fredit BRION,S11,KR,39,30.8%,0.77,1679,-185,32:47,9.3,12.0,3.7,7.8,43.6,12.8,2.10,43.8,-,0.56,28.2,0.90,-0.7,-1415,-,0.44,31.5,33.6,1605,4.0,1.55,1.94,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
T1 vs AF,T1,2 - 1,Afreeca Freecs,WEEK9,11.5,2021-03-21,lck spring 2021,11,T1,S11,KR,44,61.4%,1.24,1840,113,32:43,13.9,11.2,6.9,5.0,59.1,75.0,2.27,52.9,-,1.09,54.5,0.95,0.6,1230,-,0.77,56.4,33.9,1890,3.7,1.41,1.72,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
GEN vs AF,Gen.G eSports,2 - 1,Afreeca Freecs,WEEK6,11.3,2021-02-28,lck spring 2021,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11
SB vs KT Rolster,Liiv SANDBOX,0 - 2,KT Rolster,WEEK1,11.1,2021-01-16,lck spring 2021,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
HLE vs KT Rolster,Hanwha Life eSports,2 - 0,KT Rolster,WEEK9,11.5,2021-03-18,lck spring 2021,11,Hanwha Life eSports,S11,KR,44,59.1%,1.15,1826,70,31:53,14.0,12.1,6.4,5.4,36.4,61.4,2.52,57.1,-,0.84,43.2,0.86,0.2,232,-,0.75,54.7,34.0,2087,3.7,1.47,1.95,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
NS vs KT Rolster,Nongshim RedForce,2 - 0,KT Rolster,WEEK3,11.2,2021-01-31,lck spring 2021,11,Nongshim RedForce,S11,KR,42,42.9%,0.86,1729,-84,32:12,11.3,13.0,5.0,6.4,42.9,40.5,2.33,49.9,-,0.95,47.6,0.95,-0.3,-941,-,0.57,45.5,32.9,1878,3.7,1.30,1.78,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
DWG KIA vs KT Rolster,DWG KIA,2 - 1,KT Rolster,WEEK10,11.5,2021-03-27,lck spring 2021,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
AF vs KT Rolster,Afreeca Freecs,2 - 0,KT Rolster,WEEK6,11.3,2021-02-26,lck spring 2021,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
DRX vs KT Rolster,DRX,0 - 2,KT Rolster,WEEK3,11.2,2021-01-28,lck spring 2021,11,DRX,S11,KR,47,44.7%,0.86,1759,-43,33:42,11.0,12.7,6.1,6.3,46.8,40.4,2.02,39.0,-,0.64,31.9,0.51,-0.1,-587,-,0.66,48.0,34.1,1898,3.7,1.34,1.75,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
BRO vs KT Rolster,Fredit BRION,2 - 1,KT Rolster,WEEK4,11.2,2021-02-04,lck spring 2021,11,Fredit BRION,S11,KR,39,30.8%,0.77,1679,-185,32:47,9.3,12.0,3.7,7.8,43.6,12.8,2.10,43.8,-,0.56,28.2,0.90,-0.7,-1415,-,0.44,31.5,33.6,1605,4.0,1.55,1.94,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
T1 vs KT Rolster,T1,2 - 0,KT Rolster,WEEK7,11.4,2021-03-06,lck spring 2021,11,T1,S11,KR,44,61.4%,1.24,1840,113,32:43,13.9,11.2,6.9,5.0,59.1,75.0,2.27,52.9,-,1.09,54.5,0.95,0.6,1230,-,0.77,56.4,33.9,1890,3.7,1.41,1.72,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
GEN vs KT Rolster,Gen.G eSports,2 - 0,KT Rolster,WEEK1,11.1,2021-01-13,lck spring 2021,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11
HLE vs LSB,Hanwha Life eSports,0 - 2,Liiv SANDBOX,WEEK4,11.2,2021-02-07,lck spring 2021,11,Hanwha Life eSports,S11,KR,44,59.1%,1.15,1826,70,31:53,14.0,12.1,6.4,5.4,36.4,61.4,2.52,57.1,-,0.84,43.2,0.86,0.2,232,-,0.75,54.7,34.0,2087,3.7,1.47,1.95,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
RF vs SB,Nongshim RedForce,2 - 1,Liiv SANDBOX,WEEK1,11.1,2021-01-14,lck spring 2021,11,Nongshim RedForce,S11,KR,42,42.9%,0.86,1729,-84,32:12,11.3,13.0,5.0,6.4,42.9,40.5,2.33,49.9,-,0.95,47.6,0.95,-0.3,-941,-,0.57,45.5,32.9,1878,3.7,1.30,1.78,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
DWG KIA vs LSB,DWG KIA,2 - 0,Liiv SANDBOX,WEEK6,11.3,2021-02-25,lck spring 2021,11,DWG KIA,S11,KR,43,76.7%,1.33,1891,192,33:19,15.0,11.3,8.0,3.9,46.5,60.5,3.05,66.5,-,1.26,64.0,0.91,0.4,1203,-,1.07,75.4,34.3,2182,3.8,1.48,1.78,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
AF vs LSB,Afreeca Freecs,2 - 0,Liiv SANDBOX,WEEK10,11.5,2021-03-26,lck spring 2021,11,Afreeca Freecs,S11,KR,42,38.1%,0.88,1746,-67,33:31,12.1,13.8,5.5,6.3,71.4,54.8,2.50,54.3,-,1.21,65.5,1.02,0.2,442,-,0.57,41.9,32.9,1843,3.7,1.52,1.87,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
DRX vs LSB,DRX,2 - 1,Liiv SANDBOX,WEEK2,11.1,2021-01-22,lck spring 2021,11,DRX,S11,KR,47,44.7%,0.86,1759,-43,33:42,11.0,12.7,6.1,6.3,46.8,40.4,2.02,39.0,-,0.64,31.9,0.51,-0.1,-587,-,0.66,48.0,34.1,1898,3.7,1.34,1.75,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
KT Rolster vs LSB,KT Rolster,0 - 2,Liiv SANDBOX,WEEK8,11.4,2021-03-12,lck spring 2021,11,KT Rolster,S11,KR,45,40.0%,0.87,1746,-94,34:21,11.1,12.8,4.9,6.8,48.9,31.1,1.78,35.4,-,0.89,44.4,0.58,-0.5,-829,-,0.69,36.2,34.4,1713,4.0,1.48,1.83,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
BRO vs LSB,Fredit BRION,2 - 0,Liiv SANDBOX,WEEK5,11.3,2021-02-17,lck spring 2021,11,Fredit BRION,S11,KR,39,30.8%,0.77,1679,-185,32:47,9.3,12.0,3.7,7.8,43.6,12.8,2.10,43.8,-,0.56,28.2,0.90,-0.7,-1415,-,0.44,31.5,33.6,1605,4.0,1.55,1.94,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
T1 vs LSB,T1,2 - 0,Liiv SANDBOX,WEEK3,11.2,2021-01-28,lck spring 2021,11,T1,S11,KR,44,61.4%,1.24,1840,113,32:43,13.9,11.2,6.9,5.0,59.1,75.0,2.27,52.9,-,1.09,54.5,0.95,0.6,1230,-,0.77,56.4,33.9,1890,3.7,1.41,1.72,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
GEN vs LSB,Gen.G eSports,0 - 2,Liiv SANDBOX,WEEK7,11.4,2021-03-05,lck spring 2021,11,Gen.G eSports,S11,KR,44,65.9%,1.26,1854,143,32:18,12.4,9.8,7.2,4.8,65.9,65.9,2.48,57.4,-,1.07,58.0,0.93,0.2,612,-,0.86,73.8,35.4,1775,4.0,1.57,1.98,11,Liiv SANDBOX,S11,KR,40,37.5%,0.87,1769,-68,32:39,12.0,13.8,5.3,6.7,37.5,55.0,2.00,44.2,-,1.20,63.8,0.70,0.0,-50,-,0.40,34.2,33.8,1830,3.7,1.54,1.88,11
NS vs GEN,Gen.G eSports,2 - 0,Nongshim RedForce,WEEK10,11.15,2021-08-15,lck summer 2021,11,Gen.G eSports,S11,KR,46,58.7%,1.23,1801,76,33:43,13.2,10.6,6.2,5.4,56.5,39.1,2.80,59.6,-,0.83,41.3,1.11,-0.3,69,-,0.78,56.5,33.7,1844,3.9,1.64,1.94,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
HLE vs NS,Hanwha Life eSports,2 - 1,Nongshim RedForce,WEEK4,11.12,2021-07-04,lck summer 2021,11,Hanwha Life eSports,S11,KR,43,39.5%,0.89,1747,-54,33:22,11.5,13.0,5.2,6.3,51.2,46.5,1.86,39.4,-,1.09,55.8,0.56,0.0,-137,-,0.51,40.0,33.6,1877,3.5,1.53,1.76,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
AF vs NS,Afreeca Freecs,0 - 2,Nongshim RedForce,WEEK5,11.13,2021-07-07,lck summer 2021,11,Afreeca Freecs,S11,KR,46,54.3%,1.08,1761,18,35:30,11.5,10.6,6.1,6.0,56.5,60.9,2.63,53.7,-,1.09,55.4,0.87,0.0,240,-,0.65,48.4,33.6,1877,3.9,1.49,1.98,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
DWG KIA vs NS,DWG KIA,1 - 2,Nongshim RedForce,WEEK6,11.13,2021-07-15,lck summer 2021,11,DWG KIA,S11,KR,43,67.4%,1.19,1834,121,32:31,14.1,11.7,7.2,4.6,46.5,62.8,2.40,56.2,-,1.21,60.5,0.60,0.3,337,-,1.12,73.0,32.6,2080,3.8,1.54,1.75,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
DRX vs NS,DRX,0 - 2,Nongshim RedForce,WEEK10,11.15,2021-08-13,lck summer 2021,11,DRX,S11,KR,43,20.9%,0.60,1698,-197,32:45,8.8,14.6,4.0,8.0,32.6,39.5,1.58,33.8,-,0.86,44.2,0.63,-0.2,-604,-,0.28,25.6,34.2,1765,3.5,1.39,1.70,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
LSB vs NS,Liiv SANDBOX,2 - 1,Nongshim RedForce,WEEK8,11.14,2021-07-30,lck summer 2021,11,Liiv SANDBOX,S11,KR,47,55.3%,0.90,1778,-5,33:23,10.9,12.1,6.4,5.7,53.2,57.4,2.53,55.7,-,1.06,56.4,0.94,0.1,-3,-,0.74,53.0,34.0,1785,3.8,1.61,1.84,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
T1 vs NS,T1,0 - 2,Nongshim RedForce,WEEK3,11.12,2021-06-24,lck summer 2021,11,T1,S11,KR,44,56.8%,1.13,1811,76,34:13,11.5,10.1,7.0,5.5,68.2,59.1,2.18,47.5,-,1.07,54.5,0.64,0.4,1091,-,0.80,55.8,33.8,1824,4.2,1.75,1.78,11,Nongshim RedForce,S11,KR,46,58.7%,1.15,1782,47,34:56,12.8,11.2,6.5,5.3,39.1,47.8,2.59,52.4,-,1.02,51.1,0.87,0.1,-377,-,0.78,55.2,33.1,2052,3.7,1.32,1.88,11
